   4,-2524919,  -25.6856,-1226329,  -24.9505,-1298590,  -26.4207, -634161,   -8.1318, -334111,   -8.5685, -300050,   -7.6950, -787384,  -10.4025, -432313,  -11.3737, -355071,   -9.3416, -133327,   -1.3563,  -51893,   -1.0558,  -81434,   -1.6568, -254029,   -2.5842, -132732,   -2.7005, -121297,   -2.4679, -484815,   -4.9319, -247670,   -5.0390, -237145,   -4.8249, -441921,   -4.4956, -221534,   -4.5073, -220387,   -4.4839,       0,    0.0000,       0,    0.0000,       0,    0.0000,
   5,-2525973,  -25.6963,-1226381,  -24.9515,-1299592,  -26.4411, -634782,   -8.1397, -334225,   -8.5715, -300557,   -7.7080, -785922,  -10.3832, -432126,  -11.3688, -353796,   -9.3080, -133564,   -1.3587,  -52023,   -1.0584,  -81541,   -1.6590, -252978,   -2.5735, -132229,   -2.6903, -120749,   -2.4567, -487740,   -4.9617, -249120,   -5.0685, -238620,   -4.8549, -441672,   -4.4931, -220525,   -4.4867, -221147,   -4.4994,       0,    0.0000,       0,    0.0000,       0,    0.0000,
   6,-2527192,  -25.7087,-1226916,  -24.9624,-1300276,  -26.4550, -635827,   -8.1531, -334265,   -8.5725, -301562,   -7.7338, -784788,  -10.3682, -431734,  -11.3585, -353054,   -9.2885, -135464,   -1.3781,  -52862,   -1.0755,  -82602,   -1.6806, -253213,   -2.5759, -131940,   -2.6844, -121273,   -2.4674, -489200,   -4.9766, -250343,   -5.0934, -238857,   -4.8597, -441310,   -4.4894, -219311,   -4.4620, -221999,   -4.5167,       0,    0.0000,       0,    0.0000,       0,    0.0000,
   7,-2528223,  -25.7192,-1228046,  -24.9854,-1300177,  -26.4530, -636442,   -8.1610, -333744,   -8.5591, -302698,   -7.7629, -784664,  -10.3666, -431407,  -11.3499, -353257,   -9.2939, -137647,   -1.4003,  -53813,   -1.0949,  -83834,   -1.7057, -254527,   -2.5893, -131888,   -2.6834, -122639,   -2.4952, -489851,   -4.9832, -251068,   -5.1081, -238783,   -4.8582, -440721,   -4.4834, -218689,   -4.4494, -222032,   -4.5174,       0,    0.0000,       0,    0.0000,       0,    0.0000,
   8,-2528718,  -25.7242,-1229176,  -25.0084,-1299542,  -26.4401, -635891,   -8.1540, -332874,   -8.5368, -303017,   -7.7711, -785101,  -10.3723, -431148,  -11.3431, -353953,   -9.3122, -139128,   -1.4153,  -54569,   -1.1102,  -84559,   -1.7204, -255770,   -2.6019, -131987,   -2.6854, -123783,   -2.5184, -491776,   -5.0028, -252182,   -5.1308, -239594,   -4.8747, -440569,   -4.4818, -219286,   -4.4615, -221283,   -4.5022,       0,    0.0000,       0,    0.0000,       0,    0.0000,
   9,-2529006,  -25.7272,-1230382,  -25.0329,-1298624,  -26.4214, -634226,   -8.1326, -332382,   -8.5242, -301844,   -7.7410, -785818,  -10.3818, -431013,  -11.3395, -354805,   -9.3346, -139900,   -1.4232,  -55336,   -1.1258,  -84564,   -1.7205, -257182,   -2.6163, -132543,   -2.6967, -124639,   -2.5359, -494380,   -5.0292, -253550,   -5.1586, -240830,   -4.8998, -441554,   -4.4919, -221049,   -4.4974, -220505,   -4.4863,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  10,-2529334,  -25.7305,-1231984,  -25.0655,-1297350,  -26.3955, -631906,   -8.1029, -332395,   -8.5245, -299511,   -7.6812, -786938,  -10.3966, -431316,  -11.3475, -355622,   -9.3561, -140026,   -1.4245,  -55997,   -1.1393,  -84029,   -1.7096, -259794,   -2.6428, -134121,   -2.7288, -125673,   -2.5569, -495773,   -5.0434, -254703,   -5.1821, -241070,   -4.9047, -443354,   -4.5102, -223115,   -4.5394, -220239,   -4.4809,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  11,-2529417,  -25.7313,-1233462,  -25.0956,-1295955,  -26.3671, -630163,   -8.0805, -332451,   -8.5260, -297712,   -7.6351, -787772,  -10.4076, -431746,  -11.3588, -356026,   -9.3667, -139417,   -1.4183,  -56003,   -1.1394,  -83414,   -1.6971, -263375,   -2.6793, -136057,   -2.7682, -127318,   -2.5904, -495395,   -5.0396, -255434,   -5.1970, -239961,   -4.8822, -445607,   -4.5331, -225056,   -4.5789, -220551,   -4.4873,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  12,-2528930,  -25.7264,-1233631,  -25.0991,-1295299,  -26.3537, -630484,   -8.0846, -332692,   -8.5322, -297792,   -7.6371, -787768,  -10.4076, -432126,  -11.3688, -355642,   -9.3566, -138547,   -1.4094,  -55278,   -1.1247,  -83269,   -1.6942, -265633,   -2.7022, -136800,   -2.7833, -128833,   -2.6212, -493875,   -5.0241, -255601,   -5.2004, -238274,   -4.8478, -448204,   -4.5595, -226648,   -4.6113, -221556,   -4.5077,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  13,-2528385,  -25.7208,-1232734,  -25.0808,-1295651,  -26.3609, -632560,   -8.1113, -333116,   -8.5430, -299444,   -7.6795, -788135,  -10.4124, -432779,  -11.3860, -355356,   -9.3491, -138222,   -1.4061,  -54469,   -1.1082,  -83753,   -1.7040, -265206,   -2.6979, -136050,   -2.7680, -129156,   -2.6278, -492250,   -5.0076, -255290,   -5.1940, -236960,   -4.8211, -450210,   -4.5799, -227457,   -4.6278, -222753,   -4.5321,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  14,-2527961,  -25.7165,-1231486,  -25.0554,-1296475,  -26.3777, -633632,   -8.1250, -332846,   -8.5361, -300786,   -7.7139, -789241,  -10.4270, -433266,  -11.3988, -355975,   -9.3654, -138407,   -1.4080,  -54126,   -1.1012,  -84281,   -1.7148, -263566,   -2.6812, -135301,   -2.7528, -128265,   -2.6096, -491060,   -4.9955, -254931,   -5.1867, -236129,   -4.8042, -451392,   -4.5919, -227760,   -4.6339, -223632,   -4.5499,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  15,-2527266,  -25.7095,-1230347,  -25.0322,-1296919,  -26.3867, -632962,   -8.1164, -331992,   -8.5142, -300970,   -7.7186, -790037,  -10.4376, -432615,  -11.3817, -357422,   -9.4034, -138186,   -1.4057,  -53711,   -1.0928,  -84475,   -1.7187, -262984,   -2.6753, -135489,   -2.7566, -127495,   -2.5940, -491085,   -4.9957, -255242,   -5.1931, -235843,   -4.7984, -452857,   -4.6068, -228178,   -4.6424, -224679,   -4.5712,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  16,-2525859,  -25.6952,-1229056,  -25.0060,-1296803,  -26.3843, -632227,   -8.1070, -331560,   -8.5031, -300667,   -7.7108, -790036,  -10.4375, -430969,  -11.3384, -359067,   -9.4467, -137788,   -1.4017,  -53384,   -1.0861,  -84404,   -1.7173, -264187,   -2.6875, -136352,   -2.7742, -127835,   -2.6009, -492118,   -5.0062, -255693,   -5.2022, -236425,   -4.8102, -455583,   -4.6346, -228976,   -4.6587, -226607,   -4.6105,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  17,-2524487,  -25.6812,-1227902,  -24.9825,-1296585,  -26.3799, -632329,   -8.1083, -331835,   -8.5102, -300494,   -7.7064, -789916,  -10.4360, -429489,  -11.2995, -360427,   -9.4825, -137898,   -1.4028,  -54093,   -1.1006,  -83805,   -1.7051, -266843,   -2.7146, -137561,   -2.7988, -129282,   -2.6303, -492917,   -5.0144, -255443,   -5.1972, -237474,   -4.8316, -459889,   -4.6784, -230711,   -4.6940, -229178,   -4.6628,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  18,-2523755,  -25.6737,-1227331,  -24.9709,-1296424,  -26.3766, -632790,   -8.1142, -332424,   -8.5253, -300366,   -7.7031, -790161,  -10.4392, -429018,  -11.2871, -361143,   -9.5013, -138301,   -1.4069,  -55807,   -1.1354,  -82494,   -1.6784, -269586,   -2.7425, -138299,   -2.8138, -131287,   -2.6711, -493182,   -5.0171, -254964,   -5.1874, -238218,   -4.8467, -464638,   -4.7267, -233085,   -4.7423, -231553,   -4.7111,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  19,-2522988,  -25.6659,-1227320,  -24.9707,-1295668,  -26.3612, -632831,   -8.1147, -332689,   -8.5321, -300142,   -7.6974, -790750,  -10.4470, -429366,  -11.2962, -361384,   -9.5077, -138378,   -1.4077,  -57049,   -1.1607,  -81329,   -1.6547, -271010,   -2.7569, -138242,   -2.8126, -132768,   -2.7013, -494392,   -5.0294, -255545,   -5.1992, -238847,   -4.8595, -467510,   -4.7559, -234782,   -4.7768, -232728,   -4.7350,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  20,-2521813,  -25.6540,-1227474,  -24.9738,-1294339,  -26.3342, -631987,   -8.1039, -332390,   -8.5244, -299597,   -7.6834, -790701,  -10.4463, -429688,  -11.3047, -361013,   -9.4979, -138140,   -1.4053,  -57230,   -1.1644,  -80910,   -1.6462, -271916,   -2.7662, -138422,   -2.8163, -133494,   -2.7160, -495764,   -5.0433, -256339,   -5.2154, -239425,   -4.8713, -468107,   -4.7620, -235582,   -4.7931, -232525,   -4.7309,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  21,-2521076,  -25.6465,-1227898,  -24.9824,-1293178,  -26.3106, -630833,   -8.0891, -331949,   -8.5131, -298884,   -7.6651, -789741,  -10.4336, -429423,  -11.2977, -360318,   -9.4796, -137941,   -1.4033,  -57002,   -1.1597,  -80939,   -1.6468, -273131,   -2.7785, -139309,   -2.8343, -133822,   -2.7227, -496323,   -5.0490, -256640,   -5.2215, -239683,   -4.8765, -467504,   -4.7558, -235712,   -4.7957, -231792,   -4.7160,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  22,-2521480,  -25.6506,-1228778,  -25.0003,-1292702,  -26.3009, -629800,   -8.0759, -331461,   -8.5006, -298339,   -7.6511, -788342,  -10.4152, -428456,  -11.2723, -359886,   -9.4683, -138510,   -1.4090,  -56661,   -1.1528,  -81849,   -1.6653, -273341,   -2.7807, -140002,   -2.8484, -133339,   -2.7129, -497004,   -5.0559, -257123,   -5.2313, -239881,   -4.8805, -466770,   -4.7484, -235612,   -4.7937, -231158,   -4.7031,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  23,-2522285,  -25.6588,-1229738,  -25.0198,-1292547,  -26.2977, -629363,   -8.0703, -331171,   -8.4931, -298192,   -7.6474, -786659,  -10.3929, -427033,  -11.2348, -359626,   -9.4614, -138733,   -1.4113,  -55737,   -1.1340,  -82996,   -1.6886, -272415,   -2.7712, -140126,   -2.8510, -132289,   -2.6915, -498741,   -5.0736, -258515,   -5.2597, -240226,   -4.8876, -466320,   -4.7438, -235529,   -4.7920, -230791,   -4.6956,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  24,-2522574,  -25.6617,-1230369,  -25.0327,-1292205,  -26.2908, -629748,   -8.0752, -331347,   -8.4977, -298401,   -7.6527, -784921,  -10.3700, -425863,  -11.2041, -359058,   -9.4465, -137871,   -1.4025,  -54571,   -1.1103,  -83300,   -1.6948, -272187,   -2.7689, -140400,   -2.8565, -131787,   -2.6813, -500288,   -5.0893, -260014,   -5.2902, -240274,   -4.8885, -465954,   -4.7401, -235331,   -4.7880, -230623,   -4.6922,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  25,-2522751,  -25.6635,-1230684,  -25.0391,-1292067,  -26.2880, -630275,   -8.0820, -331800,   -8.5093, -298475,   -7.6546, -784116,  -10.3593, -425667,  -11.1989, -358449,   -9.4305, -136813,   -1.3918,  -53902,   -1.0967,  -82911,   -1.6869, -273463,   -2.7819, -141077,   -2.8703, -132386,   -2.6935, -500690,   -5.0934, -260942,   -5.3090, -239748,   -4.8778, -464983,   -4.7302, -234776,   -4.7767, -230207,   -4.6837,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  26,-2523288,  -25.6690,-1231206,  -25.0497,-1292082,  -26.2883, -630186,   -8.0808, -331804,   -8.5094, -298382,   -7.6522, -784339,  -10.3623, -426006,  -11.2078, -358333,   -9.4274, -136383,   -1.3874,  -53653,   -1.0916,  -82730,   -1.6832, -275420,   -2.8018, -141821,   -2.8854, -133599,   -2.7182, -500158,   -5.0880, -261163,   -5.3135, -238995,   -4.8625, -463575,   -4.7159, -234311,   -4.7672, -229264,   -4.6645,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  27,-2523392,  -25.6701,-1231880,  -25.0634,-1291512,  -26.2767, -629390,   -8.0706, -331007,   -8.4889, -298383,   -7.6523, -785016,  -10.3712, -425990,  -11.2074, -359026,   -9.4456, -137030,   -1.3940,  -54355,   -1.1059,  -82675,   -1.6821, -277483,   -2.8228, -142547,   -2.9002, -134936,   -2.7454, -499636,   -5.0827, -261110,   -5.3125, -238526,   -4.8530, -462073,   -4.7006, -233741,   -4.7556, -228332,   -4.6456,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  28,-2522678,  -25.6628,-1232237,  -25.0707,-1290441,  -26.2549, -628615,   -8.0607, -330000,   -8.4631, -298615,   -7.6582, -786281,  -10.3879, -425345,  -11.1904, -360936,   -9.4959, -138260,   -1.4065,  -56103,   -1.1415,  -82157,   -1.6715, -279328,   -2.8416, -142998,   -2.9094, -136330,   -2.7737, -499591,   -5.0823, -261246,   -5.3152, -238345,   -4.8493, -460542,   -4.6850, -232638,   -4.7332, -227904,   -4.6369,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  29,-2521909,  -25.6550,-1232176,  -25.0694,-1289733,  -26.2405, -628411,   -8.0581, -329634,   -8.4537, -298777,   -7.6624, -787859,  -10.4088, -424697,  -11.1734, -363162,   -9.5545, -139239,   -1.4165,  -58005,   -1.1802,  -81234,   -1.6528, -280393,   -2.8524, -143242,   -2.9144, -137151,   -2.7904, -499839,   -5.0848, -261719,   -5.3248, -238120,   -4.8447, -459153,   -4.6709, -231217,   -4.7043, -227936,   -4.6375,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  30,-2522133,  -25.6572,-1232234,  -25.0706,-1289899,  -26.2439, -628611,   -8.0606, -330038,   -8.4641, -298573,   -7.6571, -789297,  -10.4278, -424461,  -11.1672, -364836,   -9.5985, -139703,   -1.4212,  -59235,   -1.2052,  -80468,   -1.6372, -280480,   -2.8533, -143465,   -2.9189, -137015,   -2.7877, -500444,   -5.0909, -262539,   -5.3415, -237905,   -4.8403, -458111,   -4.6603, -229984,   -4.6792, -228127,   -4.6414,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  31,-2522321,  -25.6592,-1232065,  -25.0672,-1290256,  -26.2511, -628175,   -8.0550, -330196,   -8.4681, -297979,   -7.6419, -789933,  -10.4362, -424123,  -11.1583, -365810,   -9.6241, -139861,   -1.4228,  -59822,   -1.2171,  -80039,   -1.6284, -280169,   -2.8501, -143971,   -2.9292, -136198,   -2.7710, -500938,   -5.0960, -263330,   -5.3576, -237608,   -4.8343, -457723,   -4.6563, -229149,   -4.6622, -228574,   -4.6505,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  32,-2521907,  -25.6549,-1231822,  -25.0622,-1290085,  -26.2476, -627264,   -8.0433, -329629,   -8.4536, -297635,   -7.6331, -789328,  -10.4282, -423461,  -11.1409, -365867,   -9.6256, -139317,   -1.4172,  -59805,   -1.2168,  -79512,   -1.6177, -280430,   -2.8528, -144826,   -2.9466, -135604,   -2.7590, -500349,   -5.0900, -263711,   -5.3654, -236638,   -4.8146, -457974,   -4.6589, -229059,   -4.6604, -228915,   -4.6574,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  33,-2521334,  -25.6491,-1231612,  -25.0580,-1289722,  -26.2403, -627020,   -8.0402, -329129,   -8.4408, -297891,   -7.6397, -788228,  -10.4137, -423223,  -11.1346, -365005,   -9.6029, -138508,   -1.4090,  -59390,   -1.2083,  -79118,   -1.6097, -280741,   -2.8559, -145227,   -2.9547, -135514,   -2.7571, -498524,   -5.0714, -263524,   -5.3616, -235000,   -4.7812, -457953,   -4.6587, -229593,   -4.6712, -228360,   -4.6461,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  34,-2520912,  -25.6448,-1231259,  -25.0508,-1289653,  -26.2389, -627949,   -8.0521, -329195,   -8.4425, -298754,   -7.6618, -787934,  -10.4098, -423697,  -11.1471, -364237,   -9.5827, -138208,   -1.4060,  -58792,   -1.1962,  -79416,   -1.6158, -280173,   -2.8502, -144795,   -2.9460, -135378,   -2.7544, -496180,   -5.0476, -262795,   -5.3467, -233385,   -4.7484, -457705,   -4.6562, -230613,   -4.6920, -227092,   -4.6203,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  35,-2520921,  -25.6449,-1230874,  -25.0430,-1290047,  -26.2469, -629736,   -8.0750, -329810,   -8.4582, -299926,   -7.6918, -788137,  -10.4125, -424105,  -11.1578, -364032,   -9.5773, -139385,   -1.4179,  -58596,   -1.1922,  -80789,   -1.6437, -279019,   -2.8384, -143993,   -2.9296, -135026,   -2.7472, -494167,   -5.0271, -261412,   -5.3186, -232755,   -4.7356, -457232,   -4.6513, -231765,   -4.7154, -225467,   -4.5873,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  36,-2521673,  -25.6526,-1231166,  -25.0489,-1290507,  -26.2562, -631568,   -8.0985, -330726,   -8.4817, -300842,   -7.7153, -787777,  -10.4077, -423825,  -11.1504, -363952,   -9.5752, -141511,   -1.4396,  -59178,   -1.2040,  -82333,   -1.6751, -277881,   -2.8268, -143505,   -2.9197, -134376,   -2.7340, -493646,   -5.0218, -260129,   -5.2925, -233517,   -4.7511, -455563,   -4.6344, -232279,   -4.7259, -223284,   -4.5429,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  37,-2522834,  -25.6644,-1231882,  -25.0635,-1290952,  -26.2653, -633050,   -8.1175, -331571,   -8.5034, -301479,   -7.7317, -786616,  -10.3924, -422961,  -11.1277, -363655,   -9.5674, -143769,   -1.4625,  -60396,   -1.2288,  -83373,   -1.6963, -277284,   -2.8208, -143615,   -2.9219, -133669,   -2.7196, -494119,   -5.0266, -259338,   -5.2764, -234781,   -4.7768, -452550,   -4.6037, -231645,   -4.7130, -220905,   -4.4945,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  38,-2523734,  -25.6735,-1232141,  -25.0687,-1291593,  -26.2783, -634110,   -8.1311, -332041,   -8.5155, -302069,   -7.7468, -785281,  -10.3747, -421975,  -11.1018, -363306,   -9.5582, -145001,   -1.4751,  -60956,   -1.2402,  -84045,   -1.7100, -277844,   -2.8265, -144355,   -2.9370, -133489,   -2.7159, -494644,   -5.0319, -259322,   -5.2761, -235322,   -4.7878, -449751,   -4.5752, -230449,   -4.6886, -219302,   -4.4618,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  39,-2524057,  -25.6768,-1231592,  -25.0576,-1292465,  -26.2961, -634379,   -8.1346, -331708,   -8.5069, -302671,   -7.7622, -785024,  -10.3713, -421582,  -11.0914, -363442,   -9.5618, -142665,   -1.4513,  -57876,   -1.1775,  -84789,   -1.7251, -279152,   -2.8398, -145378,   -2.9578, -133774,   -2.7217, -495411,   -5.0397, -260083,   -5.2916, -235328,   -4.7879, -449274,   -4.5704, -229942,   -4.6783, -219332,   -4.4625,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  40,-2523330,  -25.6694,-1230495,  -25.0352,-1292835,  -26.3036, -633134,   -8.1186, -330722,   -8.4816, -302412,   -7.7556, -785363,  -10.3758, -421741,  -11.0956, -363622,   -9.5666, -135944,   -1.3829,  -50762,   -1.0328,  -85182,   -1.7331, -279668,   -2.8450, -146055,   -2.9716, -133613,   -2.7184, -497341,   -5.0594, -261610,   -5.3226, -235731,   -4.7961, -451209,   -4.5901, -230255,   -4.6847, -220954,   -4.4955,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  41,-2522197,  -25.6579,-1229896,  -25.0231,-1292301,  -26.2927, -631207,   -8.0939, -329957,   -8.4620, -301250,   -7.7258, -785255,  -10.3744, -422033,  -11.1033, -363222,   -9.5560, -129246,   -1.3148,  -44240,   -0.9001,  -85006,   -1.7295, -279955,   -2.8479, -146751,   -2.9857, -133204,   -2.7101, -499543,   -5.0818, -262744,   -5.3457, -236799,   -4.8178, -453897,   -4.6174, -230633,   -4.6924, -223264,   -4.5425,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  42,-2521665,  -25.6525,-1230238,  -25.0300,-1291427,  -26.2750, -629769,   -8.0755, -329676,   -8.4548, -300093,   -7.6961, -784533,  -10.3648, -422226,  -11.1084, -362307,   -9.5320, -126824,   -1.2902,  -42227,   -0.8591,  -84597,   -1.7212, -281689,   -2.8656, -147965,   -3.0104, -133724,   -2.7207, -500304,   -5.0895, -262595,   -5.3427, -237709,   -4.8363, -455411,   -4.6328, -230490,   -4.6895, -224921,   -4.5762,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  43,-2522098,  -25.6569,-1231090,  -25.0474,-1291008,  -26.2664, -628871,   -8.0640, -329098,   -8.4400, -299773,   -7.6879, -784585,  -10.3655, -422640,  -11.1193, -361945,   -9.5224, -129082,   -1.3131,  -44294,   -0.9012,  -84788,   -1.7251, -285311,   -2.9024, -149546,   -3.0426, -135765,   -2.7622, -499346,   -5.0798, -261437,   -5.3191, -237909,   -4.8404, -454998,   -4.6286, -230063,   -4.6808, -224935,   -4.5765,       0,    0.0000,       0,    0.0000,       0,    0.0000,
  44,-2522610,  -25.6621,-1231386,  -25.0534,-1291224,  -26.2708, -628065,   -8.0536, -328208,   -8.4172, -299857,   -7.6901, -785806,  -10.3817, -423375,  -11.1386, -362431,   -9.5352, -133350,   -1.3565,  -47531,   -0.9671,  -85819,   -1.7460, -289052,   -2.9405, -150494,   -3.0619, -138558,   -2.8191, -498442,   -5.0706, -260639,   -5.3029, -237803,   -4.8383, -453509,   -4.6135, -229834,   -4.6761, -223675,   -4.5508,       0,    0.0000,       0,    0.0000,       0,    0.0000,
